state0_sensors,state0_camera_c,state0_camera_l,state0_camera_r,action,time
"{'right': False, 'center': False, 'left': False}",images/img644.jpg,images/img643.jpg,images/img645.jpg,2,2018-04-12 11:16:45.590030
"{'right': False, 'center': False, 'left': False}",images/img647.jpg,images/img646.jpg,images/img648.jpg,2,2018-04-12 11:16:45.899941
"{'right': False, 'center': False, 'left': False}",images/img650.jpg,images/img649.jpg,images/img651.jpg,2,2018-04-12 11:16:46.110081
"{'right': False, 'center': False, 'left': False}",images/img653.jpg,images/img652.jpg,images/img654.jpg,0,2018-04-12 11:16:47.216297
"{'right': False, 'center': False, 'left': False}",images/img656.jpg,images/img655.jpg,images/img657.jpg,0,2018-04-12 11:16:47.526431
"{'right': False, 'center': False, 'left': False}",images/img659.jpg,images/img658.jpg,images/img660.jpg,0,2018-04-12 11:16:47.738031
"{'right': False, 'center': False, 'left': False}",images/img662.jpg,images/img661.jpg,images/img663.jpg,2,2018-04-12 11:16:48.148617
"{'right': False, 'center': False, 'left': False}",images/img665.jpg,images/img664.jpg,images/img666.jpg,2,2018-04-12 11:16:48.357102
"{'right': False, 'center': False, 'left': False}",images/img668.jpg,images/img667.jpg,images/img669.jpg,2,2018-04-12 11:16:48.567741
"{'right': False, 'center': False, 'left': False}",images/img671.jpg,images/img670.jpg,images/img672.jpg,2,2018-04-12 11:16:48.880211
"{'right': False, 'center': False, 'left': False}",images/img674.jpg,images/img673.jpg,images/img675.jpg,2,2018-04-12 11:16:49.090678
"{'right': False, 'center': False, 'left': False}",images/img677.jpg,images/img676.jpg,images/img678.jpg,2,2018-04-12 11:16:49.403147
"{'right': False, 'center': False, 'left': False}",images/img680.jpg,images/img679.jpg,images/img681.jpg,0,2018-04-12 11:16:49.818057
"{'right': False, 'center': False, 'left': False}",images/img683.jpg,images/img682.jpg,images/img684.jpg,0,2018-04-12 11:16:50.029912
"{'right': False, 'center': False, 'left': False}",images/img686.jpg,images/img685.jpg,images/img687.jpg,2,2018-04-12 11:16:50.441736
"{'right': False, 'center': False, 'left': False}",images/img689.jpg,images/img688.jpg,images/img690.jpg,2,2018-04-12 11:16:50.652405
"{'right': False, 'center': False, 'left': False}",images/img692.jpg,images/img691.jpg,images/img693.jpg,2,2018-04-12 11:16:50.999448
"{'right': False, 'center': False, 'left': False}",images/img695.jpg,images/img694.jpg,images/img696.jpg,2,2018-04-12 11:16:51.209085
"{'right': False, 'center': False, 'left': False}",images/img698.jpg,images/img697.jpg,images/img699.jpg,0,2018-04-12 11:16:51.516514
"{'right': False, 'center': False, 'left': False}",images/img701.jpg,images/img700.jpg,images/img702.jpg,0,2018-04-12 11:16:51.827525
"{'right': False, 'center': False, 'left': False}",images/img704.jpg,images/img703.jpg,images/img705.jpg,0,2018-04-12 11:16:52.038694
"{'right': False, 'center': False, 'left': False}",images/img707.jpg,images/img706.jpg,images/img708.jpg,2,2018-04-12 11:16:52.350533
"{'right': False, 'center': False, 'left': False}",images/img710.jpg,images/img709.jpg,images/img711.jpg,2,2018-04-12 11:16:52.560838
"{'right': False, 'center': False, 'left': False}",images/img713.jpg,images/img712.jpg,images/img714.jpg,2,2018-04-12 11:16:52.771661
"{'right': False, 'center': False, 'left': False}",images/img716.jpg,images/img715.jpg,images/img717.jpg,2,2018-04-12 11:16:52.984745
"{'right': False, 'center': False, 'left': False}",images/img719.jpg,images/img718.jpg,images/img720.jpg,2,2018-04-12 11:16:53.199444
"{'right': False, 'center': False, 'left': False}",images/img722.jpg,images/img721.jpg,images/img723.jpg,0,2018-04-12 11:16:53.611684
"{'right': False, 'center': False, 'left': False}",images/img725.jpg,images/img724.jpg,images/img726.jpg,0,2018-04-12 11:16:53.922853
"{'right': False, 'center': False, 'left': False}",images/img728.jpg,images/img727.jpg,images/img729.jpg,2,2018-04-12 11:16:54.233176
"{'right': False, 'center': False, 'left': False}",images/img731.jpg,images/img730.jpg,images/img732.jpg,0,2018-04-12 11:16:54.644108
"{'right': False, 'center': False, 'left': False}",images/img734.jpg,images/img733.jpg,images/img735.jpg,0,2018-04-12 11:16:54.953585
"{'right': False, 'center': False, 'left': False}",images/img737.jpg,images/img736.jpg,images/img738.jpg,0,2018-04-12 11:16:55.256663
"{'right': False, 'center': False, 'left': False}",images/img740.jpg,images/img739.jpg,images/img741.jpg,0,2018-04-12 11:16:55.471269
"{'right': False, 'center': False, 'left': False}",images/img743.jpg,images/img742.jpg,images/img744.jpg,0,2018-04-12 11:16:55.781520
"{'right': False, 'center': False, 'left': False}",images/img746.jpg,images/img745.jpg,images/img747.jpg,0,2018-04-12 11:16:55.996930
"{'right': False, 'center': False, 'left': False}",images/img749.jpg,images/img748.jpg,images/img750.jpg,0,2018-04-12 11:16:56.208399
"{'right': False, 'center': False, 'left': False}",images/img752.jpg,images/img751.jpg,images/img753.jpg,0,2018-04-12 11:16:56.423163
"{'right': False, 'center': False, 'left': False}",images/img755.jpg,images/img754.jpg,images/img756.jpg,0,2018-04-12 11:16:56.836090
"{'right': False, 'center': False, 'left': False}",images/img758.jpg,images/img757.jpg,images/img759.jpg,0,2018-04-12 11:16:57.044682
"{'right': False, 'center': False, 'left': False}",images/img761.jpg,images/img760.jpg,images/img762.jpg,0,2018-04-12 11:16:57.354798
"{'right': False, 'center': False, 'left': False}",images/img764.jpg,images/img763.jpg,images/img765.jpg,0,2018-04-12 11:16:57.563765
"{'right': False, 'center': False, 'left': False}",images/img767.jpg,images/img766.jpg,images/img768.jpg,0,2018-04-12 11:16:58.379684
"{'right': False, 'center': False, 'left': False}",images/img770.jpg,images/img769.jpg,images/img771.jpg,0,2018-04-12 11:17:02.615294
"{'right': False, 'center': False, 'left': False}",images/img773.jpg,images/img772.jpg,images/img774.jpg,2,2018-04-12 11:17:03.127538
"{'right': False, 'center': False, 'left': False}",images/img776.jpg,images/img775.jpg,images/img777.jpg,0,2018-04-12 11:17:16.306938
"{'right': False, 'center': False, 'left': False}",images/img779.jpg,images/img778.jpg,images/img780.jpg,0,2018-04-12 11:17:16.618139
"{'right': False, 'center': False, 'left': False}",images/img782.jpg,images/img781.jpg,images/img783.jpg,0,2018-04-12 11:17:16.828084
"{'right': False, 'center': False, 'left': False}",images/img785.jpg,images/img784.jpg,images/img786.jpg,0,2018-04-12 11:17:17.139399
"{'right': False, 'center': False, 'left': False}",images/img788.jpg,images/img787.jpg,images/img789.jpg,0,2018-04-12 11:17:17.446586
"{'right': False, 'center': False, 'left': False}",images/img791.jpg,images/img790.jpg,images/img792.jpg,0,2018-04-12 11:17:17.654551
"{'right': False, 'center': False, 'left': False}",images/img794.jpg,images/img793.jpg,images/img795.jpg,0,2018-04-12 11:17:17.893085
"{'right': False, 'center': False, 'left': False}",images/img797.jpg,images/img796.jpg,images/img798.jpg,0,2018-04-12 11:17:18.140520
"{'right': False, 'center': False, 'left': False}",images/img800.jpg,images/img799.jpg,images/img801.jpg,0,2018-04-12 11:17:18.447640
"{'right': False, 'center': False, 'left': False}",images/img803.jpg,images/img802.jpg,images/img804.jpg,0,2018-04-12 11:17:18.757485
"{'right': False, 'center': False, 'left': False}",images/img806.jpg,images/img805.jpg,images/img807.jpg,0,2018-04-12 11:17:18.967649
"{'right': False, 'center': False, 'left': False}",images/img809.jpg,images/img808.jpg,images/img810.jpg,0,2018-04-12 11:17:19.181769
"{'right': False, 'center': False, 'left': False}",images/img812.jpg,images/img811.jpg,images/img813.jpg,0,2018-04-12 11:17:19.391964
"{'right': False, 'center': False, 'left': False}",images/img815.jpg,images/img814.jpg,images/img816.jpg,0,2018-04-12 11:17:19.602393
"{'right': False, 'center': False, 'left': False}",images/img818.jpg,images/img817.jpg,images/img819.jpg,0,2018-04-12 11:17:19.812167
"{'right': False, 'center': False, 'left': False}",images/img821.jpg,images/img820.jpg,images/img822.jpg,1,2018-04-12 11:17:20.325971
"{'right': False, 'center': False, 'left': False}",images/img824.jpg,images/img823.jpg,images/img825.jpg,1,2018-04-12 11:17:21.039182
"{'right': False, 'center': False, 'left': False}",images/img827.jpg,images/img826.jpg,images/img828.jpg,0,2018-04-12 11:17:21.345263
"{'right': False, 'center': False, 'left': False}",images/img830.jpg,images/img829.jpg,images/img831.jpg,1,2018-04-12 11:17:21.651749
"{'right': False, 'center': False, 'left': False}",images/img833.jpg,images/img832.jpg,images/img834.jpg,1,2018-04-12 11:17:21.965135
"{'right': False, 'center': False, 'left': False}",images/img836.jpg,images/img835.jpg,images/img837.jpg,0,2018-04-12 11:17:22.309101
"{'right': False, 'center': False, 'left': False}",images/img839.jpg,images/img838.jpg,images/img840.jpg,0,2018-04-12 11:17:22.601215
"{'right': False, 'center': False, 'left': False}",images/img842.jpg,images/img841.jpg,images/img843.jpg,1,2018-04-12 11:17:23.012979
"{'right': False, 'center': False, 'left': False}",images/img845.jpg,images/img844.jpg,images/img846.jpg,1,2018-04-12 11:17:23.323072
"{'right': False, 'center': False, 'left': False}",images/img848.jpg,images/img847.jpg,images/img849.jpg,0,2018-04-12 11:17:23.730737
"{'right': False, 'center': False, 'left': False}",images/img851.jpg,images/img850.jpg,images/img852.jpg,0,2018-04-12 11:17:24.037629
"{'right': False, 'center': False, 'left': False}",images/img854.jpg,images/img853.jpg,images/img855.jpg,1,2018-04-12 11:17:24.244841
"{'right': False, 'center': False, 'left': False}",images/img857.jpg,images/img856.jpg,images/img858.jpg,1,2018-04-12 11:17:24.454582
"{'right': False, 'center': False, 'left': False}",images/img860.jpg,images/img859.jpg,images/img861.jpg,1,2018-04-12 11:17:24.665350
"{'right': False, 'center': False, 'left': False}",images/img863.jpg,images/img862.jpg,images/img864.jpg,1,2018-04-12 11:17:24.976908
"{'right': False, 'center': False, 'left': False}",images/img866.jpg,images/img865.jpg,images/img867.jpg,1,2018-04-12 11:17:25.199070
"{'right': False, 'center': False, 'left': False}",images/img869.jpg,images/img868.jpg,images/img870.jpg,1,2018-04-12 11:17:25.410049
"{'right': False, 'center': False, 'left': False}",images/img872.jpg,images/img871.jpg,images/img873.jpg,1,2018-04-12 11:17:25.720703
"{'right': False, 'center': False, 'left': False}",images/img875.jpg,images/img874.jpg,images/img876.jpg,1,2018-04-12 11:17:25.933297
"{'right': False, 'center': False, 'left': False}",images/img878.jpg,images/img877.jpg,images/img879.jpg,1,2018-04-12 11:17:26.145171
"{'right': False, 'center': False, 'left': False}",images/img881.jpg,images/img880.jpg,images/img882.jpg,1,2018-04-12 11:17:26.356921
"{'right': False, 'center': False, 'left': False}",images/img884.jpg,images/img883.jpg,images/img885.jpg,1,2018-04-12 11:17:26.861439
"{'right': False, 'center': False, 'left': False}",images/img887.jpg,images/img886.jpg,images/img888.jpg,1,2018-04-12 11:17:27.372997
"{'right': False, 'center': False, 'left': False}",images/img890.jpg,images/img889.jpg,images/img891.jpg,1,2018-04-12 11:17:27.682770
"{'right': False, 'center': False, 'left': False}",images/img893.jpg,images/img892.jpg,images/img894.jpg,1,2018-04-12 11:17:28.092832
"{'right': False, 'center': False, 'left': False}",images/img896.jpg,images/img895.jpg,images/img897.jpg,0,2018-04-12 11:17:28.402822
"{'right': False, 'center': False, 'left': False}",images/img899.jpg,images/img898.jpg,images/img900.jpg,0,2018-04-12 11:17:28.714020
"{'right': False, 'center': False, 'left': False}",images/img902.jpg,images/img901.jpg,images/img903.jpg,0,2018-04-12 11:17:29.024258
"{'right': False, 'center': False, 'left': False}",images/img905.jpg,images/img904.jpg,images/img906.jpg,1,2018-04-12 11:17:29.236988
"{'right': False, 'center': False, 'left': False}",images/img908.jpg,images/img907.jpg,images/img909.jpg,1,2018-04-12 11:17:29.547464
"{'right': False, 'center': False, 'left': False}",images/img911.jpg,images/img910.jpg,images/img912.jpg,1,2018-04-12 11:17:29.762550
"{'right': False, 'center': False, 'left': False}",images/img914.jpg,images/img913.jpg,images/img915.jpg,1,2018-04-12 11:17:29.971490
"{'right': False, 'center': False, 'left': False}",images/img917.jpg,images/img916.jpg,images/img918.jpg,1,2018-04-12 11:17:30.681484
"{'right': False, 'center': False, 'left': False}",images/img920.jpg,images/img919.jpg,images/img921.jpg,1,2018-04-12 11:17:30.693011
"{'right': False, 'center': False, 'left': False}",images/img923.jpg,images/img922.jpg,images/img924.jpg,1,2018-04-12 11:17:30.704691
"{'right': False, 'center': False, 'left': False}",images/img926.jpg,images/img925.jpg,images/img927.jpg,1,2018-04-12 11:17:31.126738
"{'right': False, 'center': False, 'left': False}",images/img929.jpg,images/img928.jpg,images/img930.jpg,0,2018-04-12 11:17:40.173619
"{'right': False, 'center': False, 'left': False}",images/img932.jpg,images/img931.jpg,images/img933.jpg,1,2018-04-12 11:17:40.688696
"{'right': False, 'center': False, 'left': False}",images/img935.jpg,images/img934.jpg,images/img936.jpg,0,2018-04-12 11:17:41.002055
"{'right': False, 'center': False, 'left': False}",images/img938.jpg,images/img937.jpg,images/img939.jpg,0,2018-04-12 11:17:41.317052
"{'right': False, 'center': False, 'left': False}",images/img941.jpg,images/img940.jpg,images/img942.jpg,1,2018-04-12 11:17:41.547889
"{'right': False, 'center': False, 'left': False}",images/img944.jpg,images/img943.jpg,images/img945.jpg,1,2018-04-12 11:17:41.757595
"{'right': False, 'center': False, 'left': False}",images/img947.jpg,images/img946.jpg,images/img948.jpg,1,2018-04-12 11:17:41.970792
"{'right': False, 'center': False, 'left': False}",images/img950.jpg,images/img949.jpg,images/img951.jpg,1,2018-04-12 11:17:42.280970
"{'right': False, 'center': False, 'left': False}",images/img953.jpg,images/img952.jpg,images/img954.jpg,0,2018-04-12 11:17:42.593663
"{'right': False, 'center': False, 'left': False}",images/img956.jpg,images/img955.jpg,images/img957.jpg,0,2018-04-12 11:17:42.800976
"{'right': False, 'center': False, 'left': False}",images/img959.jpg,images/img958.jpg,images/img960.jpg,0,2018-04-12 11:17:43.008042
"{'right': False, 'center': False, 'left': False}",images/img962.jpg,images/img961.jpg,images/img963.jpg,0,2018-04-12 11:17:43.315679
"{'right': False, 'center': False, 'left': False}",images/img965.jpg,images/img964.jpg,images/img966.jpg,1,2018-04-12 11:17:43.671376
"{'right': False, 'center': False, 'left': False}",images/img968.jpg,images/img967.jpg,images/img969.jpg,1,2018-04-12 11:17:43.981971
"{'right': False, 'center': False, 'left': False}",images/img971.jpg,images/img970.jpg,images/img972.jpg,0,2018-04-12 11:17:44.292191
"{'right': False, 'center': False, 'left': False}",images/img974.jpg,images/img973.jpg,images/img975.jpg,1,2018-04-12 11:17:44.601893
"{'right': False, 'center': False, 'left': False}",images/img977.jpg,images/img976.jpg,images/img978.jpg,0,2018-04-12 11:17:44.911685
"{'right': False, 'center': False, 'left': False}",images/img980.jpg,images/img979.jpg,images/img981.jpg,0,2018-04-12 11:17:45.120918
"{'right': False, 'center': False, 'left': False}",images/img983.jpg,images/img982.jpg,images/img984.jpg,0,2018-04-12 11:17:45.331410
"{'right': False, 'center': False, 'left': False}",images/img986.jpg,images/img985.jpg,images/img987.jpg,0,2018-04-12 11:17:45.542811
"{'right': False, 'center': False, 'left': False}",images/img989.jpg,images/img988.jpg,images/img990.jpg,0,2018-04-12 11:17:45.866235
"{'right': False, 'center': False, 'left': False}",images/img992.jpg,images/img991.jpg,images/img993.jpg,0,2018-04-12 11:17:46.193727
"{'right': False, 'center': False, 'left': False}",images/img995.jpg,images/img994.jpg,images/img996.jpg,0,2018-04-12 11:17:46.509666
"{'right': False, 'center': False, 'left': False}",images/img998.jpg,images/img997.jpg,images/img999.jpg,0,2018-04-12 11:17:46.819620
"{'right': False, 'center': False, 'left': False}",images/img1001.jpg,images/img1000.jpg,images/img1002.jpg,0,2018-04-12 11:17:47.125589
"{'right': False, 'center': False, 'left': False}",images/img1004.jpg,images/img1003.jpg,images/img1005.jpg,0,2018-04-12 11:17:47.331594
"{'right': False, 'center': False, 'left': False}",images/img1007.jpg,images/img1006.jpg,images/img1008.jpg,0,2018-04-12 11:17:47.639088
"{'right': False, 'center': False, 'left': False}",images/img1010.jpg,images/img1009.jpg,images/img1011.jpg,0,2018-04-12 11:17:47.855017
"{'right': False, 'center': False, 'left': False}",images/img1013.jpg,images/img1012.jpg,images/img1014.jpg,0,2018-04-12 11:17:48.070083
"{'right': False, 'center': False, 'left': False}",images/img1016.jpg,images/img1015.jpg,images/img1017.jpg,0,2018-04-12 11:17:48.279504
"{'right': False, 'center': False, 'left': False}",images/img1019.jpg,images/img1018.jpg,images/img1020.jpg,1,2018-04-12 11:17:48.993897
"{'right': False, 'center': False, 'left': False}",images/img1022.jpg,images/img1021.jpg,images/img1023.jpg,1,2018-04-12 11:17:49.304391
"{'right': False, 'center': False, 'left': False}",images/img1025.jpg,images/img1024.jpg,images/img1026.jpg,1,2018-04-12 11:17:49.514865
"{'right': False, 'center': False, 'left': False}",images/img1028.jpg,images/img1027.jpg,images/img1029.jpg,1,2018-04-12 11:17:49.726421
"{'right': False, 'center': False, 'left': False}",images/img1031.jpg,images/img1030.jpg,images/img1032.jpg,1,2018-04-12 11:17:49.933979
"{'right': False, 'center': False, 'left': False}",images/img1034.jpg,images/img1033.jpg,images/img1035.jpg,1,2018-04-12 11:17:50.380641
"{'right': False, 'center': False, 'left': False}",images/img1037.jpg,images/img1036.jpg,images/img1038.jpg,1,2018-04-12 11:17:50.692552
"{'right': False, 'center': False, 'left': False}",images/img1040.jpg,images/img1039.jpg,images/img1041.jpg,0,2018-04-12 11:17:51.003026
"{'right': False, 'center': False, 'left': False}",images/img1043.jpg,images/img1042.jpg,images/img1044.jpg,0,2018-04-12 11:17:51.215238
"{'right': False, 'center': False, 'left': False}",images/img1046.jpg,images/img1045.jpg,images/img1047.jpg,0,2018-04-12 11:17:51.424683
"{'right': False, 'center': False, 'left': False}",images/img1049.jpg,images/img1048.jpg,images/img1050.jpg,1,2018-04-12 11:17:51.735460
"{'right': False, 'center': False, 'left': False}",images/img1052.jpg,images/img1051.jpg,images/img1053.jpg,1,2018-04-12 11:17:51.948703
"{'right': False, 'center': False, 'left': False}",images/img1055.jpg,images/img1054.jpg,images/img1056.jpg,1,2018-04-12 11:17:52.266141
"{'right': False, 'center': False, 'left': False}",images/img1058.jpg,images/img1057.jpg,images/img1059.jpg,1,2018-04-12 11:17:52.599153
"{'right': False, 'center': False, 'left': False}",images/img1061.jpg,images/img1060.jpg,images/img1062.jpg,1,2018-04-12 11:17:52.910517
"{'right': False, 'center': False, 'left': False}",images/img1064.jpg,images/img1063.jpg,images/img1065.jpg,1,2018-04-12 11:17:53.119736
"{'right': False, 'center': False, 'left': False}",images/img1067.jpg,images/img1066.jpg,images/img1068.jpg,1,2018-04-12 11:17:53.433828
"{'right': False, 'center': False, 'left': False}",images/img1070.jpg,images/img1069.jpg,images/img1071.jpg,1,2018-04-12 11:17:53.642064
"{'right': False, 'center': False, 'left': False}",images/img1073.jpg,images/img1072.jpg,images/img1074.jpg,1,2018-04-12 11:17:53.852581
"{'right': False, 'center': False, 'left': False}",images/img1076.jpg,images/img1075.jpg,images/img1077.jpg,1,2018-04-12 11:17:54.263477
"{'right': False, 'center': False, 'left': False}",images/img1079.jpg,images/img1078.jpg,images/img1080.jpg,1,2018-04-12 11:17:54.806658
"{'right': False, 'center': False, 'left': False}",images/img1082.jpg,images/img1081.jpg,images/img1083.jpg,1,2018-04-12 11:17:55.017818
"{'right': False, 'center': False, 'left': False}",images/img1085.jpg,images/img1084.jpg,images/img1086.jpg,1,2018-04-12 11:17:55.330075
"{'right': False, 'center': False, 'left': False}",images/img1088.jpg,images/img1087.jpg,images/img1089.jpg,1,2018-04-12 11:17:55.542175
"{'right': False, 'center': False, 'left': False}",images/img1091.jpg,images/img1090.jpg,images/img1092.jpg,1,2018-04-12 11:17:55.752610
"{'right': False, 'center': False, 'left': False}",images/img1094.jpg,images/img1093.jpg,images/img1095.jpg,1,2018-04-12 11:17:55.968151
"{'right': False, 'center': False, 'left': False}",images/img1097.jpg,images/img1096.jpg,images/img1098.jpg,1,2018-04-12 11:17:56.285230
"{'right': False, 'center': False, 'left': False}",images/img1100.jpg,images/img1099.jpg,images/img1101.jpg,1,2018-04-12 11:17:56.507605
"{'right': False, 'center': False, 'left': False}",images/img1103.jpg,images/img1102.jpg,images/img1104.jpg,1,2018-04-12 11:17:56.886143
"{'right': False, 'center': False, 'left': False}",images/img1106.jpg,images/img1105.jpg,images/img1107.jpg,1,2018-04-12 11:17:57.705445
"{'right': False, 'center': False, 'left': False}",images/img1109.jpg,images/img1108.jpg,images/img1110.jpg,0,2018-04-12 11:17:58.118072
"{'right': False, 'center': False, 'left': False}",images/img1112.jpg,images/img1111.jpg,images/img1113.jpg,0,2018-04-12 11:17:58.427999
"{'right': False, 'center': False, 'left': False}",images/img1115.jpg,images/img1114.jpg,images/img1116.jpg,0,2018-04-12 11:17:58.638416
"{'right': False, 'center': False, 'left': False}",images/img1118.jpg,images/img1117.jpg,images/img1119.jpg,1,2018-04-12 11:17:58.990405
"{'right': False, 'center': False, 'left': False}",images/img1121.jpg,images/img1120.jpg,images/img1122.jpg,1,2018-04-12 11:17:59.204310
"{'right': False, 'center': False, 'left': False}",images/img1124.jpg,images/img1123.jpg,images/img1125.jpg,1,2018-04-12 11:17:59.419288
"{'right': False, 'center': False, 'left': False}",images/img1127.jpg,images/img1126.jpg,images/img1128.jpg,1,2018-04-12 11:17:59.732218
"{'right': False, 'center': False, 'left': False}",images/img1130.jpg,images/img1129.jpg,images/img1131.jpg,1,2018-04-12 11:18:00.144207
"{'right': False, 'center': False, 'left': False}",images/img1133.jpg,images/img1132.jpg,images/img1134.jpg,0,2018-04-12 11:18:00.357333
"{'right': False, 'center': False, 'left': False}",images/img1136.jpg,images/img1135.jpg,images/img1137.jpg,0,2018-04-12 11:18:00.572522
"{'right': False, 'center': False, 'left': False}",images/img1139.jpg,images/img1138.jpg,images/img1140.jpg,0,2018-04-12 11:18:00.784167
"{'right': False, 'center': False, 'left': False}",images/img1142.jpg,images/img1141.jpg,images/img1143.jpg,1,2018-04-12 11:18:02.408950
"{'right': False, 'center': False, 'left': False}",images/img1145.jpg,images/img1144.jpg,images/img1146.jpg,0,2018-04-12 11:18:03.026436
"{'right': False, 'center': False, 'left': False}",images/img1148.jpg,images/img1147.jpg,images/img1149.jpg,0,2018-04-12 11:18:03.399268
"{'right': False, 'center': False, 'left': False}",images/img1151.jpg,images/img1150.jpg,images/img1152.jpg,1,2018-04-12 11:18:03.606692
"{'right': False, 'center': False, 'left': False}",images/img1154.jpg,images/img1153.jpg,images/img1155.jpg,0,2018-04-12 11:18:04.118991
"{'right': False, 'center': False, 'left': False}",images/img1157.jpg,images/img1156.jpg,images/img1158.jpg,0,2018-04-12 11:18:04.530950
"{'right': False, 'center': False, 'left': False}",images/img1160.jpg,images/img1159.jpg,images/img1161.jpg,0,2018-04-12 11:18:04.744048
"{'right': False, 'center': False, 'left': False}",images/img1163.jpg,images/img1162.jpg,images/img1164.jpg,0,2018-04-12 11:18:04.955335
"{'right': False, 'center': False, 'left': False}",images/img1166.jpg,images/img1165.jpg,images/img1167.jpg,0,2018-04-12 11:18:05.269986
"{'right': False, 'center': False, 'left': False}",images/img1169.jpg,images/img1168.jpg,images/img1170.jpg,0,2018-04-12 11:18:05.526626
"{'right': False, 'center': False, 'left': False}",images/img1172.jpg,images/img1171.jpg,images/img1173.jpg,0,2018-04-12 11:18:05.844274
"{'right': False, 'center': False, 'left': False}",images/img1175.jpg,images/img1174.jpg,images/img1176.jpg,0,2018-04-12 11:18:06.069365
"{'right': False, 'center': False, 'left': False}",images/img1178.jpg,images/img1177.jpg,images/img1179.jpg,0,2018-04-12 11:18:06.281079
"{'right': False, 'center': False, 'left': False}",images/img1181.jpg,images/img1180.jpg,images/img1182.jpg,0,2018-04-12 11:18:06.591888
"{'right': False, 'center': False, 'left': False}",images/img1184.jpg,images/img1183.jpg,images/img1185.jpg,0,2018-04-12 11:18:06.803661
"{'right': False, 'center': False, 'left': False}",images/img1187.jpg,images/img1186.jpg,images/img1188.jpg,0,2018-04-12 11:18:07.097521
"{'right': False, 'center': False, 'left': False}",images/img1190.jpg,images/img1189.jpg,images/img1191.jpg,1,2018-04-12 11:18:07.712014
"{'right': False, 'center': False, 'left': False}",images/img1193.jpg,images/img1192.jpg,images/img1194.jpg,1,2018-04-12 11:18:07.925225
"{'right': False, 'center': False, 'left': False}",images/img1196.jpg,images/img1195.jpg,images/img1197.jpg,1,2018-04-12 11:18:08.237730
"{'right': False, 'center': False, 'left': False}",images/img1199.jpg,images/img1198.jpg,images/img1200.jpg,1,2018-04-12 11:18:08.449206
"{'right': False, 'center': False, 'left': False}",images/img1202.jpg,images/img1201.jpg,images/img1203.jpg,1,2018-04-12 11:18:08.758668
"{'right': False, 'center': False, 'left': False}",images/img1205.jpg,images/img1204.jpg,images/img1206.jpg,1,2018-04-12 11:18:09.169203
"{'right': False, 'center': False, 'left': False}",images/img1208.jpg,images/img1207.jpg,images/img1209.jpg,1,2018-04-12 11:18:09.479871
"{'right': False, 'center': False, 'left': False}",images/img1211.jpg,images/img1210.jpg,images/img1212.jpg,1,2018-04-12 11:18:09.887075
"{'right': False, 'center': False, 'left': False}",images/img1214.jpg,images/img1213.jpg,images/img1215.jpg,1,2018-04-12 11:18:10.294221
"{'right': False, 'center': False, 'left': False}",images/img1217.jpg,images/img1216.jpg,images/img1218.jpg,1,2018-04-12 11:18:10.904651
"{'right': False, 'center': False, 'left': False}",images/img1220.jpg,images/img1219.jpg,images/img1221.jpg,0,2018-04-12 11:18:18.543820
"{'right': False, 'center': False, 'left': False}",images/img1223.jpg,images/img1222.jpg,images/img1224.jpg,0,2018-04-12 11:18:18.955760
"{'right': False, 'center': False, 'left': False}",images/img1226.jpg,images/img1225.jpg,images/img1227.jpg,1,2018-04-12 11:18:19.266516
"{'right': False, 'center': False, 'left': False}",images/img1229.jpg,images/img1228.jpg,images/img1230.jpg,1,2018-04-12 11:18:19.476303
"{'right': False, 'center': False, 'left': False}",images/img1232.jpg,images/img1231.jpg,images/img1233.jpg,1,2018-04-12 11:18:19.785565
"{'right': False, 'center': False, 'left': False}",images/img1235.jpg,images/img1234.jpg,images/img1236.jpg,0,2018-04-12 11:18:20.095628
"{'right': False, 'center': False, 'left': False}",images/img1238.jpg,images/img1237.jpg,images/img1239.jpg,1,2018-04-12 11:18:20.406969
"{'right': False, 'center': False, 'left': False}",images/img1241.jpg,images/img1240.jpg,images/img1242.jpg,1,2018-04-12 11:18:20.719794
"{'right': False, 'center': False, 'left': False}",images/img1244.jpg,images/img1243.jpg,images/img1245.jpg,1,2018-04-12 11:18:20.930541
"{'right': False, 'center': False, 'left': False}",images/img1247.jpg,images/img1246.jpg,images/img1248.jpg,1,2018-04-12 11:18:21.143115
"{'right': False, 'center': False, 'left': False}",images/img1250.jpg,images/img1249.jpg,images/img1251.jpg,0,2018-04-12 11:18:21.456329
"{'right': False, 'center': False, 'left': False}",images/img1253.jpg,images/img1252.jpg,images/img1254.jpg,0,2018-04-12 11:18:21.763240
"{'right': False, 'center': False, 'left': False}",images/img1256.jpg,images/img1255.jpg,images/img1257.jpg,1,2018-04-12 11:18:22.070063
"{'right': False, 'center': False, 'left': False}",images/img1259.jpg,images/img1258.jpg,images/img1260.jpg,1,2018-04-12 11:18:22.285347
"{'right': False, 'center': False, 'left': False}",images/img1262.jpg,images/img1261.jpg,images/img1263.jpg,1,2018-04-12 11:18:22.595700
"{'right': False, 'center': False, 'left': False}",images/img1265.jpg,images/img1264.jpg,images/img1266.jpg,1,2018-04-12 11:18:22.808744
"{'right': False, 'center': False, 'left': False}",images/img1268.jpg,images/img1267.jpg,images/img1269.jpg,1,2018-04-12 11:18:23.120816
"{'right': False, 'center': False, 'left': False}",images/img1271.jpg,images/img1270.jpg,images/img1272.jpg,1,2018-04-12 11:18:23.330660
